ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
GHA,424769,Children stunted,17.4,1,GH,Ghana,2022,GH2022DHS,CN_NUTS_C_HA2,104236020,I,1000,0,Total,Total,0,,1,1,CNNUTSCHA2,,2022,DHS,4293,4928,,,
GHA,643085,Children wasted,6,1,GH,Ghana,2022,GH2022DHS,CN_NUTS_C_WH2,104236050,I,1000,0,Total,Total,0,,1,1,CNNUTSCWH2,,2022,DHS,4291,4931,,,
GHA,643086,Children overweight,2,1,GH,Ghana,2022,GH2022DHS,CN_NUTS_C_WHP,104236060,I,1000,0,Total,Total,0,,1,1,CNNUTSCWHP,,2022,DHS,4291,4931,,,
GHA,321933,Women with any anemia,41.1,1,GH,Ghana,2022,GH2022DHS,AN_ANEM_W_ANY,114603010,I,1000,0,Total,Total,0,,1,1,ANANEMWANY,,2022,DHS,7655,7557,,,
GHA,485893,Women who smoke any type of tobacco,0.9,1,GH,Ghana,2022,GH2022DHS,AH_TOBC_W_ANY,151433005,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,AHTOBCWANY,,2022,DHS,15014,15014,,,
GHA,229391,Men who smoke any type of tobacco,4.3,1,GH,Ghana,2022,GH2022DHS,AH_TOBC_M_ANY,151434005,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,AHTOBCMANY,,2022,DHS,6277,6293,,,
GHA,744058,Own decision making about all three decisions,51.7,1,GH,Ghana,2022,GH2022DHS,WE_IDMH_W_RCH,176643040,I,1000,0,Total,Total,0,,1,1,WEIDMHWRCH,,2022,DHS,8205,8811,,,
GHA,333993,Women who used the internet in the past 12 months,43.3,1,GH,Ghana,2022,GH2022DHS,CO_INUS_W_U12,181273020,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,COINUSWU12,,2022,DHS,15014,,,,
GHA,671927,Men who used the internet in the past 12 months,61.6,1,GH,Ghana,2022,GH2022DHS,CO_INUS_M_U12,181274020,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,COINUSMU12,,2022,DHS,6277,6293,,,
GHA,724210,Women who own a mobile phone,79.6,1,GH,Ghana,2022,GH2022DHS,CO_MOBB_W_MOB,181283020,I,1000,0,Total,Total,0,,1,1,COMOBBWMOB,,2022,DHS,15014,15014,,,
GHA,212466,Women who use a mobile phone for financial transactions,82.6,1,GH,Ghana,2022,GH2022DHS,CO_MOBB_W_MBF,181283050,I,1000,0,Total,Total,0,,1,1,COMOBBWMBF,,2022,DHS,11956,11332,,,
GHA,356179,Men who own a mobile phone,87.9,1,GH,Ghana,2022,GH2022DHS,CO_MOBB_M_MOB,181284020,I,1000,0,Total,Total,0,,1,1,COMOBBMMOB,,2022,DHS,7044,7044,,,
GHA,626852,Men who use a mobile phone for financial transactions,85.9,1,GH,Ghana,2022,GH2022DHS,CO_MOBB_M_MBF,181284050,I,1000,0,Total,Total,0,,1,1,COMOBBMMBF,,2022,DHS,6189,6075,,,
GHA,766153,Women who ever experienced sexual violence,14.1,1,GH,Ghana,2022,GH2022DHS,DV_EXSV_W_EVR,197203010,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,DVEXSVWEVR,,2022,DHS,5737,5737,,,
GHA,718507,Emotional violence committed by husband/partner in last 12 months,27.3,1,GH,Ghana,2022,GH2022DHS,DV_SPV1_W_EMT,198303010,I,10000,10000,Total 15-49,Total 15-49,631001,Ever-married,1,0,DVSPV1WEMT,,2022,DHS,3825,4234,,,
GHA,446711,Emotional violence committed by husband/partner in last 12 months,25.5,1,GH,Ghana,2022,GH2022DHS,DV_SPV1_W_EMT,198303010,I,10000,10000,Total 15-49,Total 15-49,631002,Ever-married or ever had intimate partner,1,1,DVSPV1WEMT,,2022,DHS,4919,5137,,,
GHA,718513,Physical violence committed by husband/partner in last 12 months,11,1,GH,Ghana,2022,GH2022DHS,DV_SPV1_W_PHS,198303020,I,10000,10000,Total 15-49,Total 15-49,631001,Ever-married,1,0,DVSPV1WPHS,,2022,DHS,3825,4234,,,
GHA,446714,Physical violence committed by husband/partner in last 12 months,9.8,1,GH,Ghana,2022,GH2022DHS,DV_SPV1_W_PHS,198303020,I,10000,10000,Total 15-49,Total 15-49,631002,Ever-married or ever had intimate partner,1,1,DVSPV1WPHS,,2022,DHS,4919,5137,,,
GHA,718508,Sexual violence committed by husband/partner in last 12 months,6.3,1,GH,Ghana,2022,GH2022DHS,DV_SPV1_W_SEX,198303030,I,10000,10000,Total 15-49,Total 15-49,631001,Ever-married,1,0,DVSPV1WSEX,,2022,DHS,3825,4234,,,
GHA,446712,Sexual violence committed by husband/partner in last 12 months,6.1,1,GH,Ghana,2022,GH2022DHS,DV_SPV1_W_SEX,198303030,I,10000,10000,Total 15-49,Total 15-49,631002,Ever-married or ever had intimate partner,1,1,DVSPV1WSEX,,2022,DHS,4919,5137,,,
GHA,718512,Physical or sexual or emotional violence committed by husband/partner in last 12 months,30,1,GH,Ghana,2022,GH2022DHS,DV_SPV1_W_ANY,198303070,I,10000,10000,Total 15-49,Total 15-49,631001,Ever-married,1,0,DVSPV1WANY,,2022,DHS,3825,4234,,,
GHA,446718,Physical or sexual or emotional violence committed by husband/partner in last 12 months,28.4,1,GH,Ghana,2022,GH2022DHS,DV_SPV1_W_ANY,198303070,I,10000,10000,Total 15-49,Total 15-49,631002,Ever-married or ever had intimate partner,1,1,DVSPV1WANY,,2022,DHS,4919,5137,,,
GHA,766157,Children registered,74.5,1,GH,Ghana,2022,GH2022DHS,CP_BREG_C_REG,220906030,I,1000,0,Total,Total,0,,1,1,CPBREGCREG,,2022,DHS,8508,9779,,,
GHA,383494,Population using open defecation,24.6,1,GH,Ghana,2022,GH2022DHS,WS_TLET_P_NFC,250262210,I,1000,0,Total,Total,0,,1,1,WSTLETPNFC,,2022,DHS,63611,68887,,,
GHA,383495,Population with basic sanitation service,24.3,1,GH,Ghana,2022,GH2022DHS,WS_TLET_P_BAS,250262300,I,1000,0,Total,Total,0,,1,1,WSTLETPBAS,,2022,DHS,63611,68887,,,
GHA,11472,"Population with a basic handwashing facility, with soap and water available",43.5,1,GH,Ghana,2022,GH2022DHS,WS_HNDW_P_BAS,250302150,I,1000,0,Total,Total,0,,1,1,WSHNDWPBAS,,2022,DHS,62264,67662,,,
GHA,572308,Population with electricity,82.9,1,GH,Ghana,2022,GH2022DHS,HC_ELEC_P_ELC,260322010,I,1000,0,Total,Total,0,,1,1,HCELECPELC,,2022,DHS,63611,68887,,,
GHA,572319,Population using clean fuel for cooking ,22.5,1,GH,Ghana,2022,GH2022DHS,HC_CKFL_P_CLN,260432150,I,1000,0,Total,Total,0,,1,1,HCCKFLPCLN,,2022,DHS,63611,68887,,,
